Chave;Status;Tipo Venda;CD;Fornecedor;Oferta;Indústria;Projeto Conectividade;Descr Proj/VAN;Cliente;CNPJ;UF;Código Bandeira;Descrição Bandeira;Produto;Descrição Produto;Código EAN;Tipo estratégico;Pedido Venda;Pedido OL;Nr. Nota;Data;DC. Ent;Margem;Qtd;VPF;% DC PDV Comercial;% Desc. Comercial Industria;% Desc. Financeiro Industria;% Ressarc;Vlr. Ressar. Dinheiro;Vlr. Ressar. Repos. Mercadoria;A.D.;DANFE;% Soma OL;Vlr Ressarc Desc Soma OL;% Soma OL Financ;Vlr Soma OL Financ;% Desconto Adicional;Vlr Voucher Ind;% ICMS Destino;% ICMS Origem;% Repasse;Tipo Proj;Desconto Entrada MSD;Margem MSD;PF MSD;Desconto Funcional;Ressarcimento Funcional
70097530001319-526127-7897572020177-12873975-50-1;OK;PBM;CD PB;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y05176 - NELFARMA C;70097530001319;PB;15694;ASSIF NELFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12873975;12873975;526127;2024-07-05 00:00:00;8,5;7;1;245,55;50;50;0;38,8;95,27;0;392763;25240761940292006410550030005261271926243572;0;0;0;0;0;;20;0;0;;8,5;6;239,55;50;93,304725
70097530001157-549748-7897572020191-12900976-50-1;OK;PBM;CD PB;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y05220 - NELFARMA C;70097530001157;PB;15694;ASSIF NELFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12900976;12900976;549748;2024-07-29 00:00:00;8,5;7;1;245,55;50;50;0;38,8;95,27;0;394885;25240761940292006410550030005497481926474110;0;0;0;0;0;;20;0;0;;8,5;6;239,55;50;93,304725
01693953000498-762578-7897572020290-12883322-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y03130 - VJ FARMA L;01693953000498;PE;14925;REDE INDEPENDENTE;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12883322;12883322;762578;2024-07-15 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394140;26240761940292005600550100007625781877247715;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
45421537000163-796029-7897572020290-12903054-50-2;Chave não localizada;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y12199 - JB PHARMA;45421537000163;PE;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12903054;12903054;796029;2024-07-31 00:00:00;8,5;7;2;501,46;50;50;0;38,56;193,36;0;394885;26240761940292005600550100007960291877574691;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;;
38541672000187-738708-7897572020191-12870308-50-3;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y09745 - FARMACIA P;38541672000187;PE;14172;NOVA REDE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12870308;12870308;738708;2024-07-04 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;392763;26240761940292005600550100007387081876995940;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
70084694000844-771465-7897572020191-12890953-50-2;Chave não localizada;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y09474 - FARMACIA C;70084694000844;PE;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12890953;12890953;771465;2024-07-19 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;394140;26240761940292005600550100007714651877339860;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
37124507000167-741655-7897572020191-12872821-30-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y09299 - FARMACIA U;37124507000167;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12872821;12872821;741655;2024-07-05 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;392763;26240761940292005600550100007416551877030375;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
03740975001035-785725-7897572020290-12899817-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07078 - MONTE FARM;03740975001035;PE;14925;REDE INDEPENDENTE;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12899817;12899817;785725;2024-07-26 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394885;26240761940292005600550100007857251877495130;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
14434529000128-730067-7897572020191-12866183-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y02904 - C M BARROS;14434529000128;PE;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866183;12866183;730067;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007300671876920601;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
10956007000135-743141-7897572020191-12874821-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y02051 - RB FARMACE;10956007000135;PE;14926;BONGI;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12874821;12874821;743141;2024-07-08 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;26240761940292005600550100007431411877050836;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
02107772000152-769436-7897572020290-12889642-50-3;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y01001 - EDNA MARIA;02107772000152;PE;14504;UNIFARMA-RN;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12889642;12889642;769436;2024-07-18 00:00:00;8,5;7;3;752,19;50;50;0;38,56;290,03;0;394140;26240761940292005600550100007694361877316926;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;284,03898
10556644000114-797772-7897572020290-12902640-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y01300 - FCIA G 4 C;10556644000114;PE;14305;ULTRAPOPULAR FARMARCAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12902640;12902640;797772;2024-07-31 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394885;26240761940292005600550100007977721877600572;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
01182538000127-759922-7897572020290-12883707-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00832 - FERNANDO A;01182538000127;PE;15545;AUGEF-COM. DE MEDICAMENTOS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12883707;12883707;759922;2024-07-15 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394140;26240761940292005600550100007599221877226984;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
10552348000145-776823-7897572020177-12893544-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y01848 - EXCELENCIA;10552348000145;PE;14504;UNIFARMA-RN;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12893544;12893544;776823;2024-07-22 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007768231877385506;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
44446536000100-743497-7897572020177-12875449-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y11658 - FARMACIA C;44446536000100;PE;14073;AUGEFARMA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12875449;12875449;743497;2024-07-08 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;26240761940292005600550100007434971877055201;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
30140796000220-732045-7897572020191-12866392-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y09700 - DROGARIA I;30140796000220;PE;124;FARMA E FARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866392;12866392;732045;2024-07-02 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;392763;26240761940292005600550100007320451876935511;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
41124663000103-734607-7897572020177-12868915-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y10168 - FARMACIA D;41124663000103;PE;15719;ABRAFAD SUPERMAIS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12868915;12868915;734607;2024-07-03 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;392763;26240761940292005600550100007346071876962234;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
10115210000502-733545-7897572020191-12868926-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y05794 - J SANTOS &;10115210000502;PE;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12868926;12868926;733545;2024-07-03 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007335451876954410;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
01693953005708-739679-7897572020177-12872770-50-3;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07640 - VJ FARMA L;01693953005708;PE;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12872770;12872770;739679;2024-07-05 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;392763;26240761940292005600550100007396791877045075;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
03740975001035-780941-7897572020177-12896503-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07078 - MONTE FARM;03740975001035;PE;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12896503;12896503;780941;2024-07-24 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007809411877439851;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
01693953007077-772600-7897572020177-12891555-50-3;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07798 - VJ FARMA L;01693953007077;PE;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12891555;12891555;772600;2024-07-19 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;26240761940292005600550100007726001877350377;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
03740975001388-787825-7897572020184-12901420-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07411 - MONTE FARM;03740975001388;PE;14925;REDE INDEPENDENTE;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12901420;12901420;787825;2024-07-29 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007878251877496335;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
14434529000128-726572-7897572020177-12863795-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y02904 - C M BARROS;14434529000128;PE;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12863795;12863795;726572;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007265721876885831;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
00878613000126-730694-7897572020191-12866734-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00783 - ASTRA MEDI;00878613000126;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12866734;12866734;730694;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007306941876921055;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
09448671000194-743732-7897572020191-12874933-30-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00446 - FARMACIA S;09448671000194;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12874933;12874933;743732;2024-07-08 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;393412;26240761940292005600550100007437321877071845;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
09448671000194-767337-7897572020191-12887962-30-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00446 - FARMACIA S;09448671000194;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12887962;12887962;767337;2024-07-17 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;394140;26240761940292005600550100007673371877285845;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
01182538000127-730572-7897572020290-12865943-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00832 - FERNANDO A;01182538000127;PE;15545;AUGEF-COM. DE MEDICAMENTOS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12865943;12865943;730572;2024-07-02 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;26240761940292005600550100007305721876920404;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
10552348000145-797593-7897572020191-12903471-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y01848 - EXCELENCIA;10552348000145;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12903471;12903471;797593;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007975931877594458;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
08814022000105-760122-7897572020191-12884812-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00831 - DIANA MARI;08814022000105;PE;15545;AUGEF-COM. DE MEDICAMENTOS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12884812;12884812;760122;2024-07-15 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;26240761940292005600550100007601221877227351;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
12006120000185-726450-7897572020191-12863698-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y02118 - FARMACIA M;12006120000185;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12863698;12863698;726450;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007264501876883747;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
05536348000111-775127-7897572020191-12894475-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y04099 - EUGENIA MA;05536348000111;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12894475;12894475;775127;2024-07-22 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007751271877370661;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
11750616002735-750643-7897572020191-12879059-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y09093 - FARMA FACI;11750616002735;PE;14926;BONGI;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12879059;12879059;750643;2024-07-10 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;393412;26240761940292005600550100007506431877131366;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
01693953001460-778218-7897572020191-12895397-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y05861 - VJ FARMA L;01693953001460;PE;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12895397;12895397;778218;2024-07-23 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007782181877410027;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
18500407000143-759755-7897572020191-12885194-50-3;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y05365 - FARMA FACI;18500407000143;PE;14926;BONGI;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12885194;12885194;759755;2024-07-15 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;26240761940292005600550100007597551877223780;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
05240070000807-785479-7897572020191-12900598-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y06733 - FARMACIA D;05240070000807;PE;14912;REDE DIARIAMENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12900598;12900598;785479;2024-07-26 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007854791877479295;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
03740975000810-774978-7897572020177-12893485-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y06872 - MONTE FARM;03740975000810;PE;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12893485;12893485;774978;2024-07-22 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007749781877396626;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
03740975000900-751275-7897572020191-12878348-30-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y06865 - MONTE FARM;03740975000900;PE;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12878348;12878348;751275;2024-07-10 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;393412;26240761940292005600550100007512751877148320;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
01693953004566-776333-7897572020290-12893003-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07077 - VJ FARMA L;01693953004566;PE;14925;REDE INDEPENDENTE;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12893003;12893003;776333;2024-07-22 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394885;26240761940292005600550100007763331877395543;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
01693953004728-752300-7897572020191-12878440-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y07427 - VJ FARMA L;01693953004728;PE;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12878440;12878440;752300;2024-07-10 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;26240761940292005600550100007523001877141570;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
03160689000100-729852-7897572020191-12864177-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00096 - ZN FARMA L;03160689000100;PE;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12864177;12864177;729852;2024-07-01 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;26240761940292005600550100007298521876917404;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
01693953000811-733759-7897572020191-12868148-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y04282 - VJ FARMA L;01693953000811;PE;14925;REDE INDEPENDENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12868148;12868148;733759;2024-07-03 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;392763;26240761940292005600550100007337591876977719;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
01693953000811-726684-7897572020290-12863509-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y04282 - VJ FARMA L;01693953000811;PE;14925;REDE INDEPENDENTE;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12863509;12863509;726684;2024-07-01 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;26240761940292005600550100007266841876906797;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
05087206000114-798249-7897572020191-12902944-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y03651 - DROGARIA P;05087206000114;PE;9336;FECOFAR AMERICANA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12902944;12902944;798249;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007982491877603155;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
41124663000103-726516-7897572020177-12864549-50-3;Chave não localizada;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y10168 - FARMACIA D;41124663000103;PE;15719;ABRAFAD SUPERMAIS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12864549;12864549;726516;2024-07-01 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,81;0;392763;26240761940292005600550100007265161876884836;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
05240070001536-798275-7897572020191-12903964-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y08820 - FARMACIA D;05240070001536;PE;14912;REDE DIARIAMENTE;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12903964;12903964;798275;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007982751877601314;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
09256963000125-761855-7897572020191-12885149-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00677 - P. R. MEDI;09256963000125;PE;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12885149;12885149;761855;2024-07-15 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;394140;26240761940292005600550100007618551877232090;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
09448671000194-785657-7897572020191-12900102-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00446 - FARMACIA S;09448671000194;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12900102;12900102;785657;2024-07-26 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007856571877487844;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
09448671000194-743732-7897572020177-12874933-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y00446 - FARMACIA S;09448671000194;PE;14504;UNIFARMA-RN;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12874933;12874933;743732;2024-07-08 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;26240761940292005600550100007437321877071845;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
10552348000145-761822-7897572020191-12884425-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y01848 - EXCELENCIA;10552348000145;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12884425;12884425;761822;2024-07-15 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;26240761940292005600550100007618221877230835;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
12006120000185-743624-7897572020290-12874769-50-2;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y02118 - FARMACIA M;12006120000185;PE;14504;UNIFARMA-RN;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874769;12874769;743624;2024-07-08 00:00:00;8,5;7;2;501,46;50;50;0;38,56;193,35;0;393412;26240761940292005600550100007436241877054439;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;189,35932
05536348000111-788749-7897572020191-12902001-50-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y04099 - EUGENIA MA;05536348000111;PE;14504;UNIFARMA-RN;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12902001;12902001;788749;2024-07-29 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;26240761940292005600550100007887491877502808;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
05536348000111-765739-7897572020290-12888990-30-1;OK;PBM;CD PE;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);Y04099 - EUGENIA MA;05536348000111;PE;14504;UNIFARMA-RN;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12888990;12888990;765739;2024-07-17 00:00:00;8,5;7;1;250,73;30;30;0;22,66;56,81;0;394140;26240761940292005600550100007657391877275472;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;30;54,81454
